,Year,State_x,Area planted,Area harvested for grain,Yield,Production,GM corn area,Agri GDP,Normalised Agri GDP,All crops planted acreage,Agri exports ,Corn exports,ST,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,JOBS_1000,Population,N_TOT_EMP_1000,Acres operated in agriculture,N_GM_corn_area ,N_agri_exports,N_corn_exports
224,2016,North Dakota,3450000,3270000,158,516660000,3277000,4280000000,108.91,23716000,4614000000,249000000,ND,"Agricultural Workers, All Other",60.0,19.0,39320.0,18.0,36800.0,0.136,754434,0.07953,39300000,0.08338,117.40458,6.33588
225,2016,Ohio,3550000,3300000,159,524700000,3053000,3998000000,285.57,9995000,3649000000,371000000,OH,"Farm, ranch, and other agricultural managers",70.0,40.0,83260.0,36.0,74990.0,0.013,11634370,0.00602,14000000,0.21807,260.64286,26.5
226,2016,Texas,2900000,2550000,127,323850000,2610000,13584000000,106.54,21368000,5784000000,248000000,TX,"Farm, ranch, and other agricultural managers",340.0,41.0,85860.0,28.0,59130.0,0.029,27914410,0.01218,127500000,0.02047,45.36471,1.9451
227,2016,Texas,2900000,2550000,127,323850000,2610000,13584000000,106.54,21368000,5784000000,248000000,TX,"Agricultural Workers, All Other",150.0,14.0,28640.0,13.0,27160.0,0.013,27914410,0.00537,127500000,0.02047,45.36471,1.9451
228,2016,Wisconsin,4050000,3220000,178,573160000,3645000,6608000000,458.89,7889000,2878000000,276000000,WI,"Farm, ranch, and other agricultural managers",50.0,31.0,64500.0,32.0,65650.0,0.018,5772628,0.00866,14400000,0.25312,199.86111,19.16667
229,2017,Illinois,11200000,10950000,201,2200950000,10304000,8185000000,303.15,22851000,8067000000,1413000000,IL,"Farm, ranch, and other agricultural managers",230.0,33.0,67920.0,30.0,61960.0,0.038,12778828,0.018,27000000,0.38163,298.77778,52.33333
230,2017,Illinois,11200000,10950000,201,2200950000,10304000,8185000000,303.15,22851000,8067000000,1413000000,IL,"Agricultural Workers, All Other",50.0,14.0,29520.0,14.0,29850.0,0.008,12778828,0.00391,27000000,0.38163,298.77778,52.33333
231,2017,Indiana,5350000,5200000,180,936000000,4654000,5340000000,356.0,12130000,4755000000,664000000,IN,"Farm, ranch, and other agricultural managers",40.0,30.0,62610.0,28.0,57790.0,0.012,6658078,0.00601,15000000,0.31027,317.0,44.26667
232,2017,Indiana,5350000,5200000,180,936000000,4654000,5340000000,356.0,12130000,4755000000,664000000,IN,"Agricultural Workers, All Other",40.0,10.0,21040.0,9.0,19690.0,0.014,6658078,0.00601,15000000,0.31027,317.0,44.26667
233,2017,Iowa,13300000,12900000,202,2605800000,12369000,11868000000,387.84,24491000,10366000000,1587000000,IA,"Farm, ranch, and other agricultural managers",180.0,35.0,71770.0,34.0,70220.0,0.118,3141550,0.0573,30600000,0.40422,338.75817,51.86275
234,2017,Iowa,13300000,12900000,202,2605800000,12369000,11868000000,387.84,24491000,10366000000,1587000000,IA,"Agricultural Workers, All Other",440.0,16.0,32360.0,15.0,30480.0,0.285,3141550,0.14006,30600000,0.40422,338.75817,51.86275
235,2017,Kansas,5500000,5200000,132,686400000,5225000,5588000000,122.01,23633000,4828000000,407000000,KS,"Agricultural Workers, All Other",30.0,16.0,33930.0,12.0,23970.0,0.023,2908718,0.01031,45800000,0.11408,105.41485,8.88646
236,2017,Michigan,2250000,1890000,159,300510000,1957000,4187000000,427.24,6349000,2791000000,193000000,MI,"Farm, ranch, and other agricultural managers",80.0,31.0,64530.0,33.0,67660.0,0.018,9973114,0.00802,9800000,0.19969,284.79592,19.69388
237,2017,Michigan,2250000,1890000,159,300510000,1957000,4187000000,427.24,6349000,2791000000,193000000,MI,"Agricultural Workers, All Other",60.0,15.0,30930.0,13.0,27530.0,0.014,9973114,0.00602,9800000,0.19969,284.79592,19.69388
238,2017,Minnesota,8050000,7630000,194,1480220000,7567000,7925000000,310.78,19691000,6954000000,885000000,MN,"Farm, ranch, and other agricultural managers",50.0,39.0,80210.0,37.0,77190.0,0.017,5566230,0.00898,25500000,0.29675,272.70588,34.70588
239,2017,Minnesota,8050000,7630000,194,1480220000,7567000,7925000000,310.78,19691000,6954000000,885000000,MN,"Agricultural Workers, All Other",40.0,24.0,48920.0,25.0,51540.0,0.015,5566230,0.00719,25500000,0.29675,272.70588,34.70588
240,2017,Missouri,3400000,3250000,170,552500000,3094000,4705000000,169.24,13533000,4072000000,351000000,MO,"Farm, ranch, and other agricultural managers",80.0,29.0,59740.0,25.0,52380.0,0.028,6106670,0.0131,27800000,0.11129,146.47482,12.6259
241,2017,Missouri,3400000,3250000,170,552500000,3094000,4705000000,169.24,13533000,4072000000,351000000,MO,"Agricultural Workers, All Other",120.0,14.0,30040.0,15.0,30370.0,0.042,6106670,0.01965,27800000,0.11129,146.47482,12.6259
242,2017,Nebraska,9550000,9300000,181,1683300000,9168000,7815000000,173.67,19566000,6349000000,1036000000,NE,"Farm, ranch, and other agricultural managers",50.0,24.0,50700.0,24.0,49180.0,0.057,1915947,0.0261,45000000,0.20373,141.08889,23.02222
243,2017,North Dakota,3420000,3230000,139,448970000,3180000,4136000000,105.24,23617000,4399000000,251000000,ND,"Farm, ranch, and other agricultural managers",100.0,22.94,47621.54,20.97,43580.95,0.233,754942,0.13246,39300000,0.08092,111.93384,6.38677
244,2017,Ohio,3400000,3150000,177,557550000,2788000,4730000000,337.86,10010000,3672000000,336000000,OH,"Farm, ranch, and other agricultural managers",80.0,40.0,82660.0,35.0,73030.0,0.016,11659650,0.00686,14000000,0.19914,262.28571,24.0
245,2017,Texas,2450000,2240000,140,313600000,2327000,13851000000,109.06,21580000,6889000000,202000000,TX,"Farm, ranch, and other agricultural managers",400.0,38.0,78340.0,24.0,50720.0,0.034,28295273,0.01414,127000000,0.01832,54.24409,1.59055
246,2017,Texas,2450000,2240000,140,313600000,2327000,13851000000,109.06,21580000,6889000000,202000000,TX,"Agricultural Workers, All Other",160.97,17.0,34640.0,14.0,29110.0,0,28295273,0.00569,127000000,0.01832,54.24409,1.59055
247,2017,Wisconsin,3900000,2930000,174,509820000,3393000,6403000000,447.76,7781000,2955000000,261000000,WI,"Farm, ranch, and other agricultural managers",60.0,35.0,73330.0,35.0,72480.0,0.021,5790186,0.01036,14300000,0.23727,206.64336,18.25175
248,2018,Illinois,11000000,10800000,210,2268000000,10450000,9565000000,354.26,22936000,8488000000,2002000000,IL,"Farm, ranch, and other agricultural managers",240.0,32.0,66820.0,29.0,60090.0,0.040,12723071,0.01886,27000000,0.38704,314.37037,74.14815
249,2018,Indiana,5300000,5120000,189,967680000,4558000,5839000000,389.27,12120000,4649000000,875000000,IN,"Farm, ranch, and other agricultural managers",40.0,31.0,64030.0,28.0,58090.0,0.013,6695497,0.00597,15000000,0.30387,309.93333,58.33333
250,2018,Indiana,5300000,5120000,189,967680000,4558000,5839000000,389.27,12120000,4649000000,875000000,IN,"Agricultural Workers, All Other",70.0,11.0,22050.0,9.0,18830.0,0.022,6695497,0.01045,15000000,0.30387,309.93333,58.33333
251,2018,Iowa,13200000,12750000,196,2499000000,12276000,13404000000,438.04,24241000,10646000000,2127000000,IA,"Farm, ranch, and other agricultural managers",140.0,39.0,82070.0,34.0,70220.0,0.089,3148618,0.04446,30600000,0.40118,347.9085,69.5098
252,2018,Iowa,13200000,12750000,196,2499000000,12276000,13404000000,438.04,24241000,10646000000,2127000000,IA,"Agricultural Workers, All Other",430.0,15.0,30430.0,14.0,29120.0,0.280,3148618,0.13657,30600000,0.40118,347.9085,69.5098
253,2018,Michigan,2250000,1890000,153,289170000,1912000,4410000000,450.0,6390000,2826000000,257000000,MI,"Farm, ranch, and other agricultural managers",80.0,32.0,67030.0,34.0,70110.0,0.018,9984072,0.00801,9800000,0.1951,288.36735,26.22449
254,2018,Michigan,2250000,1890000,153,289170000,1912000,4410000000,450.0,6390000,2826000000,257000000,MI,"Agricultural Workers, All Other",60.0,15.0,31160.0,14.0,28220.0,0.013,9984072,0.00601,9800000,0.1951,288.36735,26.22449
255,2018,Minnesota,7900000,7460000,182,1357720000,7347000,8086000000,317.1,19484000,6942000000,1166000000,MN,"Farm, ranch, and other agricultural managers",50.0,46.0,95000.0,46.0,95930.0,0.017,5606249,0.00892,25500000,0.28812,272.23529,45.72549
256,2018,Minnesota,7900000,7460000,182,1357720000,7347000,8086000000,317.1,19484000,6942000000,1166000000,MN,"Agricultural Workers, All Other",160.97,19.0,39090.0,17.0,34610.0,0,5606249,0.02871,25500000,0.28812,272.23529,45.72549
257,2018,Missouri,3500000,3330000,140,466200000,3220000,4497000000,162.35,13782000,3938000000,461000000,MO,"Farm, ranch, and other agricultural managers",70.0,30.0,62850.0,27.0,56870.0,0.024,6121623,0.01143,27700000,0.11625,142.16606,16.6426
258,2018,Missouri,3500000,3330000,140,466200000,3220000,4497000000,162.35,13782000,3938000000,461000000,MO,"Agricultural Workers, All Other",160.97,16.0,32290.0,15.0,32220.0,0,6121623,0.0263,27700000,0.11625,142.16606,16.6426
259,2018,Nebraska,9600000,9300000,192,1785600000,9216000,8735000000,194.11,19742000,6802000000,1476000000,NE,"Farm, ranch, and other agricultural managers",120.0,32.0,67190.0,27.0,55790.0,0.126,1925614,0.06232,45000000,0.2048,151.15556,32.8
260,2018,North Dakota,3150000,2930000,153,448290000,2898000,4728000000,120.31,24163000,4245000000,337000000,ND,"Farm, ranch, and other agricultural managers",110.0,22.94,47621.54,20.97,43580.95,0.274,758080,0.1451,39300000,0.07374,108.01527,8.57506
261,2018,Ohio,3500000,3300000,187,617100000,3010000,5674000000,408.2,10065000,3682000000,507000000,OH,"Farm, ranch, and other agricultural managers",100.0,38.0,78330.0,35.0,72070.0,0.019,11676341,0.00856,13900000,0.21655,264.89209,36.47482
262,2018,Texas,2200000,1750000,108,189000000,2046000,14341000000,112.92,21833000,6883000000,249000000,TX,"Farm, ranch, and other agricultural managers",400.0,39.0,81330.0,30.0,63160.0,0.033,28628666,0.01397,127000000,0.01611,54.19685,1.96063
263,2018,Texas,2200000,1750000,108,189000000,2046000,14341000000,112.92,21833000,6883000000,249000000,TX,"Agricultural Workers, All Other",160.97,11.0,23810.0,10.0,19840.0,0,28628666,0.00562,127000000,0.01611,54.19685,1.96063
264,2018,Wisconsin,3900000,3170000,172,545240000,3432000,6682000000,467.27,8014000,2979000000,358000000,WI,"Farm, ranch, and other agricultural managers",60.0,35.0,72550.0,29.0,60520.0,0.020,5807406,0.01033,14300000,0.24,208.32168,25.03497
265,2019,Illinois,10500000,10200000,181,1846200000,9765000,7431000000,275.22,21590000,7838000000,1177000000,IL,"Farm, ranch, and other agricultural managers",260.0,35.0,72040.0,30.0,61580.0,0.044,12671821,0.02052,27000000,0.36167,290.2963,43.59259
266,2019,Indiana,5000000,4820000,169,814580000,4350000,4909000000,329.46,11250000,4471000000,533000000,IN,"Farm, ranch, and other agricultural managers",100.0,34.0,69720.0,33.0,68010.0,0.033,6732219,0.01485,14900000,0.29195,300.06711,35.77181
267,2019,Indiana,5000000,4820000,169,814580000,4350000,4909000000,329.46,11250000,4471000000,533000000,IN,"Agricultural Workers, All Other",70.0,11.0,23290.0,10.0,19830.0,0.021,6732219,0.0104,14900000,0.29195,300.06711,35.77181
268,2019,Iowa,13500000,13050000,198,2583900000,12420000,13370000000,436.93,23935000,10008000000,1335000000,IA,"Farm, ranch, and other agricultural managers",160.0,43.0,90340.0,38.0,79890.0,0.103,3155070,0.05071,30600000,0.40588,327.05882,43.62745
269,2019,Iowa,13500000,13050000,198,2583900000,12420000,13370000000,436.93,23935000,10008000000,1335000000,IA,"Agricultural Workers, All Other",310.0,14.0,28920.0,13.0,27900.0,0.202,3155070,0.09825,30600000,0.40588,327.05882,43.62745
270,2019,Michigan,2000000,1610000,149,239890000,1780000,4343000000,443.16,5541000,2700000000,149000000,MI,"Farm, ranch, and other agricultural managers",90.0,32.0,65890.0,34.0,71530.0,0.021,9986857,0.00901,9800000,0.18163,275.5102,15.20408
271,2019,Michigan,2000000,1610000,149,239890000,1780000,4343000000,443.16,5541000,2700000000,149000000,MI,"Agricultural Workers, All Other",60.0,14.0,28820.0,13.0,27610.0,0.014,9986857,0.00601,9800000,0.18163,275.5102,15.20408
272,2019,Minnesota,7800000,7260000,174,1263240000,7020000,7913000000,310.31,18349000,6366000000,675000000,MN,"Farm, ranch, and other agricultural managers",40.0,50.0,103700.0,47.0,96940.0,0.015,5639632,0.00709,25500000,0.27529,249.64706,26.47059
273,2019,Minnesota,7800000,7260000,174,1263240000,7020000,7913000000,310.31,18349000,6366000000,675000000,MN,"Agricultural Workers, All Other",160.97,18.0,38120.0,16.0,33300.0,0,5639632,0.02854,25500000,0.27529,249.64706,26.47059
274,2019,Missouri,3200000,2990000,155,463450000,2912000,4664000000,168.99,12827000,3758000000,263000000,MO,"Farm, ranch, and other agricultural managers",100.0,34.0,70130.0,31.0,64570.0,0.034,6137428,0.01629,27600000,0.10551,136.15942,9.52899
275,2019,Missouri,3200000,2990000,155,463450000,2912000,4664000000,168.99,12827000,3758000000,263000000,MO,"Agricultural Workers, All Other",160.97,15.0,31040.0,15.0,30760.0,0,6137428,0.02623,27600000,0.10551,136.15942,9.52899
276,2019,Nebraska,10100000,9810000,182,1785420000,9696000,9526000000,212.16,19176000,6293000000,958000000,NE,"Farm, ranch, and other agricultural managers",190.0,31.0,65180.0,29.0,61130.0,0.191,1934408,0.09822,44900000,0.21595,140.1559,21.3363
277,2019,North Dakota,3500000,3230000,141,455430000,3360000,4069000000,103.54,23221000,4088000000,209000000,ND,"Farm, ranch, and other agricultural managers",60.0,22.94,47621.54,20.97,43580.95,0.133,762062,0.07873,39300000,0.0855,104.02036,5.31807
278,2019,Ohio,2800000,2570000,164,421480000,2492000,4458000000,327.79,8595000,3509000000,300000000,OH,"Farm, ranch, and other agricultural managers",100.0,35.0,71850.0,32.0,66170.0,0.018,11689100,0.00855,13600000,0.18324,258.01471,22.05882
279,2019,Texas,2500000,2150000,133,285950000,2375000,13521000000,106.89,21419000,6300000000,166000000,TX,"Farm, ranch, and other agricultural managers",470.0,35.0,71830.0,32.0,66110.0,0.038,28995881,0.01621,126500000,0.01877,49.80237,1.31225
280,2019,Texas,2500000,2150000,133,285950000,2375000,13521000000,106.89,21419000,6300000000,166000000,TX,"Agricultural Workers, All Other",980.0,13.0,26050.0,12.0,24870.0,0.079,28995881,0.0338,126500000,0.01877,49.80237,1.31225
281,2019,Wisconsin,3800000,2680000,168,450240000,3382000,7182000000,502.24,7624000,2841000000,214000000,WI,"Farm, ranch, and other agricultural managers",80.0,36.0,73920.0,31.0,65060.0,0.027,5822434,0.01374,14300000,0.2365,198.67133,14.96503
