Year,Period,State,Data Item,Value,,
2006,YEAR,Pennsylvania,FARM OPERATIONS - ACRES OPERATED,7800000,,
2006,YEAR,Rhode Island,FARM OPERATIONS - ACRES OPERATED,70000,,
2006,YEAR,South Carolina,FARM OPERATIONS - ACRES OPERATED,4890000,,
2006,YEAR,South Dakota,FARM OPERATIONS - ACRES OPERATED,43700000,,
2006,YEAR,Tennessee,FARM OPERATIONS - ACRES OPERATED,11100000,,
2006,YEAR,Texas,FARM OPERATIONS - ACRES OPERATED,129700000,,
2006,YEAR,Utah,FARM OPERATIONS - ACRES OPERATED,11300000,,
2006,YEAR,Vermont,FARM OPERATIONS - ACRES OPERATED,1250000,,
2006,YEAR,Virginia,FARM OPERATIONS - ACRES OPERATED,8200000,,
2006,YEAR,Washington,FARM OPERATIONS - ACRES OPERATED,15000000,,
2006,YEAR,West Virginia,FARM OPERATIONS - ACRES OPERATED,3600000,,
2006,YEAR,Wisconsin,FARM OPERATIONS - ACRES OPERATED,15300000,,
2006,YEAR,Wyoming,FARM OPERATIONS - ACRES OPERATED,31600000,,
2005,YEAR,Alabama,FARM OPERATIONS - ACRES OPERATED,8800000,,
2005,YEAR,Alaska,FARM OPERATIONS - ACRES OPERATED,900000,,
2005,YEAR,Arizona,FARM OPERATIONS - ACRES OPERATED,26250000,,
2005,YEAR,Arkansas,FARM OPERATIONS - ACRES OPERATED,14200000,,
2005,YEAR,California,FARM OPERATIONS - ACRES OPERATED,25900000,,
2005,YEAR,Colorado,FARM OPERATIONS - ACRES OPERATED,31100000,,
2005,YEAR,Connecticut,FARM OPERATIONS - ACRES OPERATED,390000,,
2005,YEAR,Delaware,FARM OPERATIONS - ACRES OPERATED,520000,,
2005,YEAR,Florida,FARM OPERATIONS - ACRES OPERATED,9570000,,
2005,YEAR,Georgia,FARM OPERATIONS - ACRES OPERATED,10700000,,
2005,YEAR,Hawaii,FARM OPERATIONS - ACRES OPERATED,1200000,,
2005,YEAR,Idaho,FARM OPERATIONS - ACRES OPERATED,11700000,,
2005,YEAR,Illinois,FARM OPERATIONS - ACRES OPERATED,27000000,,
2005,YEAR,Indiana,FARM OPERATIONS - ACRES OPERATED,14900000,,
2005,YEAR,Iowa,FARM OPERATIONS - ACRES OPERATED,31200000,,
2005,YEAR,Kansas,FARM OPERATIONS - ACRES OPERATED,47160000,,
2005,YEAR,Kentucky,FARM OPERATIONS - ACRES OPERATED,14000000,,
2005,YEAR,Louisiana,FARM OPERATIONS - ACRES OPERATED,8000000,,
2005,YEAR,Maine,FARM OPERATIONS - ACRES OPERATED,1360000,,
2005,YEAR,Maryland,FARM OPERATIONS - ACRES OPERATED,2060000,,
2005,YEAR,Massachusetts,FARM OPERATIONS - ACRES OPERATED,520000,,
2005,YEAR,Michigan,FARM OPERATIONS - ACRES OPERATED,10100000,,
2005,YEAR,Minnesota,FARM OPERATIONS - ACRES OPERATED,27200000,,
2005,YEAR,Mississippi,FARM OPERATIONS - ACRES OPERATED,11050000,,
2005,YEAR,Missouri,FARM OPERATIONS - ACRES OPERATED,29500000,,
2005,YEAR,Montana,FARM OPERATIONS - ACRES OPERATED,60600000,,
2005,YEAR,Nebraska,FARM OPERATIONS - ACRES OPERATED,45700000,,
2005,YEAR,Nevada,FARM OPERATIONS - ACRES OPERATED,6100000,,
2005,YEAR,New Hampshire,FARM OPERATIONS - ACRES OPERATED,460000,,
2005,YEAR,New Jersey,FARM OPERATIONS - ACRES OPERATED,760000,,
2005,YEAR,New Mexico,FARM OPERATIONS - ACRES OPERATED,43400000,,
2005,YEAR,New York,FARM OPERATIONS - ACRES OPERATED,7350000,,
2005,YEAR,North Carolina,FARM OPERATIONS - ACRES OPERATED,8800000,,
2005,YEAR,North Dakota,FARM OPERATIONS - ACRES OPERATED,39400000,,
2005,YEAR,Ohio,FARM OPERATIONS - ACRES OPERATED,14200000,,
2005,YEAR,Oklahoma,FARM OPERATIONS - ACRES OPERATED,34500000,,
2005,YEAR,Oregon,FARM OPERATIONS - ACRES OPERATED,16700000,,
2005,YEAR,Pennsylvania,FARM OPERATIONS - ACRES OPERATED,7800000,,
2005,YEAR,Rhode Island,FARM OPERATIONS - ACRES OPERATED,70000,,
2005,YEAR,South Carolina,FARM OPERATIONS - ACRES OPERATED,4870000,,
2005,YEAR,South Dakota,FARM OPERATIONS - ACRES OPERATED,43700000,,
2005,YEAR,Tennessee,FARM OPERATIONS - ACRES OPERATED,11200000,,
2005,YEAR,Texas,FARM OPERATIONS - ACRES OPERATED,129800000,,
2005,YEAR,Utah,FARM OPERATIONS - ACRES OPERATED,11400000,,
2005,YEAR,Vermont,FARM OPERATIONS - ACRES OPERATED,1250000,,
2005,YEAR,Virginia,FARM OPERATIONS - ACRES OPERATED,8300000,,
2005,YEAR,Washington,FARM OPERATIONS - ACRES OPERATED,15000000,,
2005,YEAR,West Virginia,FARM OPERATIONS - ACRES OPERATED,3600000,,
2005,YEAR,Wisconsin,FARM OPERATIONS - ACRES OPERATED,15400000,,
2005,YEAR,Wyoming,FARM OPERATIONS - ACRES OPERATED,32300000,,
